JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
701476,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),101423,137501,Annual,96-05 Horace Harding Expway,2/14/2025
579982,DEPT OF ENVIRONMENT PROTECTION,External,8,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,"356 Flushing Ave, Brooklyn",3/24/2023
691953,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Communications & Intergovernmental Affairs,F,Entry-Level,60889,77687,Annual,30-30 Thomson Ave L I City Qns,12/16/2024
700610,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Mental Health Legal Affairs Social Services,F,Manager,85000,85000,Annual,198 E 161st Street,1/31/2025
709670,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,42-09 28th Street,4/3/2025
695990,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),95070,109330,Annual,42-09 28th Street,1/6/2025
599670,DEPARTMENT OF TRANSPORTATION,External,1,INVESTIGATOR,"Legal Affairs Policy, Research & Analysis",F,Experienced (non-manager),24.8106,39.6158,Hourly,59 Maiden Lane,8/24/2023
552517,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,55 Water St Ny Ny,9/23/2022
711426,DEPARTMENT OF BUILDINGS,Internal,4,ADM CITY PLANNER (NON MGRL),"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,120907,Annual,NYC - All Boroughs,4/17/2025
619436,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Social Services,P,Experienced (non-manager),53057,61015,Annual,470 Vanderbilt Ave,12/8/2023
699253,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSISTANT PRINTING PRESS OPERA,Building Operations & Maintenance,F,Experienced (non-manager),58381,67138,Annual,103-00 Foster Avenue,1/21/2025
608470,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Building Operations & Maintenance Social Services,F,Experienced (non-manager),53057,61015,Annual,375 Pearl Street,9/28/2023
715393,DEPARTMENT OF TRANSPORTATION,External,2,CEMENT MASON,Building Operations & Maintenance,F,Experienced (non-manager),391.3,391.3,Daily,55 Water St Ny Ny,5/23/2025
714576,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,EXTERMINATOR,Health,F,Experienced (non-manager),46638,46638,Annual,"158 E 115Th St., N.Y.",5/14/2025
682970,DEPT OF DESIGN & CONSTRUCTION,Internal,2,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,57866,66546,Annual,30-30 Thomson Ave L I City Qns,10/9/2024
707026,CONSUMER AND WORKER PROTECTION,Internal,1,CLERICAL ASSOCIATE,Legal Affairs,F,Experienced (non-manager),45040,70704,Annual,"42 Broadway, N.Y.",3/14/2025
683398,DEPARTMENT OF CITY PLANNING,Internal,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),115000,125000,Annual,"120 Broadway, New York, NY",10/8/2024
709997,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),58377,67134,Annual,"275-285 Bergen St, Brooklyn Ny",4/4/2025
687667,NYC HOUSING AUTHORITY,Internal,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,100000,Annual,A&CM Engineering Audit,11/20/2024
684379,OFFICE OF MANAGEMENT & BUDGET,External,1,STATISTICAL SECRETARY (OMB),Administration & Human Resources,F,Entry-Level,60000,60000,Annual,255 Greenwich Street,10/11/2024
642391,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Health,F,Experienced (non-manager),60889,78923,Annual,30-30 47TH AVE,7/16/2024
636166,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,70940,144066,Annual,30-30 Thomson Ave L I City Qns,5/22/2024
638168,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER (SCHOOL,"Constituent Services & Community Programs Health Policy, Research & Analysis",P,Experienced (non-manager),23.39,26.9,Hourly,30-30 47TH AVE,6/18/2024
646342,DEPT OF DESIGN & CONSTRUCTION,Internal,2,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81108,96472,Annual,30-30 Thomson Ave L I City Qns,8/15/2024
703366,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning",F,Student,16.88,16.88,Hourly,96-05 Horace Harding Expway,2/19/2025
696428,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,120000,163249,Annual,96-05 Horace Harding Expway,1/15/2025
709430,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADMINISTRATIVE STAFF ANALYST,Health,F,Experienced (non-manager),115131,158000,Annual,42-09 28th Street,3/31/2025
707701,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,EMERGENCY PREPAREDNESS SPECIAL,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),70000,79000,Annual,165 Cadman Plaza East,5/5/2025
561434,DEPARTMENT OF TRANSPORTATION,External,1,INDUSTRIAL HYGIENIST,"Policy, Research & Analysis",F,Experienced (non-manager),56041,75318,Annual,55 Water St Ny Ny,11/18/2022
708603,NYC HOUSING AUTHORITY,External,1,HOUSING ASSISTANT (HA),Administration & Human Resources,F,Experienced (non-manager),42723,69243,Annual,Bronx Floating Staff,5/19/2025
616484,POLICE DEPARTMENT,External,1,EVIDENCE AND PROPERTY CONTROL,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51345,73495,Annual,Sands & Navy Street  Bklyn N Y,5/17/2023
638759,DEPT OF HEALTH/MENTAL HYGIENE,External,2,FAMILY PUB HEALTH NURSE (HMH),Health,F,Experienced (non-manager),97012,97012,Annual,90-27 Parsons Boulevard,6/21/2024
597818,LAW DEPARTMENT,External,1,CLERICAL ASSOCIATE,Administration & Human Resources Building Operations & Maintenance,P,Experienced (non-manager),21.7641,35.26,Hourly,"100 Church St., N.Y.",8/10/2023
708302,DEPT. OF HOMELESS SERVICES,External,4,SPECIAL OFFICER,"Public Safety, Inspections, & Enforcement Social Services",F,Entry-Level,38064,54862,Annual,"33 Beaver St, New York Ny",4/2/2025
638916,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PROJECT MANAGER INTERN#,"Green Jobs Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),56313,64760,Annual,59-17 Junction Blvd Corona Ny,8/14/2024
692991,HRA/DEPT OF SOCIAL SERVICES,External,4,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),68423,78686,Annual,"109 E 16Th St., N.Y.",1/8/2025
715354,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,5/22/2025
695850,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Asst Comm-Prgm Dev Revw-HMH,Health,F,Experienced (non-manager),91090,202000,Annual,485 Throop Ave Brooklyn,1/6/2025
712456,DEPT OF YOUTH & COMM DEV SRVS,External,1,COLLEGE AIDE - ASSIGNMENT LEVE,"Technology, Data & Innovation",P,Student,18.54,23.32,Hourly,"2 Lafayette St., N.Y.",5/22/2025
708334,DEPT OF HEALTH/MENTAL HYGIENE,External,2,CLERICAL ASSOCIATE,Health,F,Experienced (non-manager),45040,51796,Annual,"125 Worth Street, Nyc",3/21/2025
698748,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,58581,58581,Annual,255 Greenwich Street,1/23/2025
703793,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,59-17 Junction Blvd Corona Ny,2/25/2025
574049,PUBLIC ADMINISTRATOR-NEW YORK,Internal,1,ACCOUNTANT,"Finance, Accounting, & Procurement",F,Experienced (non-manager),50217,68234,Annual,"31 Chambers St., N.Y.",2/9/2023
701319,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Entry-Level,76262,110444,Annual,5 Jay Street,3/28/2025
712611,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,Communications & Intergovernmental Affairs Legal Affairs Social Services,F,Entry-Level,53615,53615,Annual,"80 Centre St., N.Y.",4/25/2025
693864,TECHNOLOGY & INNOVATION,Internal,1,AGENCY CHIEF CONTRACTING OFFIC,"Finance, Accounting, & Procurement",F,Executive,81083,186909,Annual,15 Metrotech,12/16/2024
687664,DEPT OF DESIGN & CONSTRUCTION,External,1,MECHANICAL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90667,104267,Annual,30-30 Thomson Ave L I City Qns,11/7/2024
701995,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),95070,110000,Annual,42-09 28th Street,2/10/2025
713922,DEPT OF HEALTH/MENTAL HYGIENE,External,1,JUNIOR PUBLIC HEALTH NURSE,Health,F,Experienced (non-manager),85734,85734,Annual,295 Flatbush Ext Brooklyn,5/8/2025
681608,DEPT OF DESIGN & CONSTRUCTION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,101230,Annual,30-30 Thomson Ave L I City Qns,9/30/2024
684837,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,12/31/2024
696190,NYC HOUSING AUTHORITY,External,1,COMMUNITY COORDINATOR,Legal Affairs,F,Experienced (non-manager),60889,94521,Annual,Law-Real Estate & Eco Dev,1/16/2025
634824,DEPT OF ENVIRONMENT PROTECTION,External,3,INDUSTRIAL HYGIENIST,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),61237,82302,Annual,96-05 Horace Harding Expway,6/13/2024
701474,DEPT OF ENVIRONMENT PROTECTION,External,1,CHEMICAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),101423,137501,Annual,96-05 Horace Harding Expway,2/14/2025
631727,DEPT OF ENVIRONMENT PROTECTION,External,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),58682,159671,Annual,96-05 Horace Harding Expway,4/29/2024
710275,BRONX DISTRICT ATTORNEY,External,1,SENIOR RACKETS INVESTIGATOR,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),72269,72269,Annual,198 E161St Street Bronx N.Y.,4/9/2025
680968,BRONX DISTRICT ATTORNEY,External,1,COMMUNITY ASSOCIATE,"Constituent Services & Community Programs Health Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),55000,56650,Annual,"215 E 161St St., Bronx",9/20/2024
686902,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE PROJECT MANAGER,"Finance, Accounting, & Procurement",F,Manager,115000,125000,Annual,NYC Pub Hsg Preservation Trust,11/4/2024
698146,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT (PUBLIC HEALTH-SOCI,Health,F,Experienced (non-manager),74781,74781,Annual,42-09 28th Street,1/24/2025
589443,DEPARTMENT OF TRANSPORTATION,Internal,3,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),59116,91768,Annual,55 Water St Ny Ny,6/21/2023
691752,TECHNOLOGY & INNOVATION,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Finance, Accounting, & Procurement",F,Experienced (non-manager),64137,94521,Annual,15 Metrotech,12/12/2024
700377,HOUSING PRESERVATION & DVLPMNT,External,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),145000,155000,Annual,100 Gold Street,1/31/2025
687863,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY COORDINATOR,"Constituent Services & Community Programs Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),70022,70022,Annual,198 E161St Street Bronx N.Y.,11/8/2024
713244,BOARD OF CORRECTION,External,1,CORRECTIONAL STANDARDS REVIEW,"Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),71238,81924,Annual,Rikers Island,5/21/2025
620004,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),58695,67499,Annual,4 World Trade Center,12/13/2023
703828,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources,F,Experienced (non-manager),66062,90000,Annual,42-09 28th Street,2/24/2025
683258,DEPT OF HEALTH/MENTAL HYGIENE,External,1,AGENCY ATTORNEY,Health Legal Affairs,F,Experienced (non-manager),93596,135000,Annual,"125 Worth Street, Nyc",10/9/2024
687021,BOARD OF CORRECTION,External,1,COMMUNITY COORDINATOR,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),60889,70022,Annual,"2 Lafayette St., N.Y.",11/4/2024
685804,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Building Operations & Maintenance,F,Experienced (non-manager),103497,128619,Annual,30-30 Thomson Ave L I City Qns,10/24/2024
629437,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE CONSTRUCTION PR,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Manager,78721,209971,Annual,96-05 Horace Harding Expway,4/30/2024
712029,OFFICE OF LABOR RELATIONS,Internal,1,ADMINISTRATIVE MANAGER,Administration & Human Resources,F,Manager,91090,130000,Annual,22 Cortlandt Street,5/5/2025
715115,OFFICE OF THE MAYOR,External,1,RESEARCH PROJECTS COOR(MA)-MGR,Administration & Human Resources,F,Manager,125000,140000,Annual,100 Gold Street,5/19/2025
680167,DEPT OF CITYWIDE ADMIN SVCS,External,1,COLLEGE AIDE (ALL CITY DEPTS),Administration & Human Resources,P,Student,16.5,20.9,Hourly,"1 Centre St., N.Y.",9/17/2024
630960,DEPT OF ENVIRONMENT PROTECTION,Internal,3,GARDENER,Constituent Services & Community Programs Green Jobs Building Operations & Maintenance,F,Experienced (non-manager),60981,75500,Annual,"329 Greenpoint Ave., Brooklyn",4/2/2024
711669,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Health,F,Experienced (non-manager),108918,154875,Annual,42-09 28th Street,4/22/2025
701702,DEPT OF HEALTH/MENTAL HYGIENE,External,1,HEALTH SERVICES MANAGER,Health,F,Executive,91090,202064,Annual,42-09 28th Street,2/10/2025
597129,HRA/DEPT OF SOCIAL SERVICES,Internal,4,CLERICAL ASSOCIATE,Social Services,F,Entry-Level,39763,45728,Annual,"400 8Th Ave., N.Y.",8/7/2023
683412,HRA/DEPT OF SOCIAL SERVICES,External,4,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),58377,67134,Annual,4 World Trade Center,10/8/2024
704595,DEPT OF ENVIRONMENT PROTECTION,External,1,ELECTRICAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90667,125964,Annual,"465 Columbus Ave. Valhalla, Ny",3/13/2025
711642,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,Legal Affairs,F,Entry-Level,58329,58329,Annual,"1 Hogan Pl./100 Centre St., N.",4/23/2025
637055,HRA/DEPT OF SOCIAL SERVICES,External,1,FRAUD INVESTIGATOR,Social Services,F,Experienced (non-manager),66114,66114,Annual,240-250-252 Livingston Street,6/28/2024
710797,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57866,66546,Annual,30-30 Thomson Ave L I City Qns,4/16/2025
713590,DEPARTMENT OF CITY PLANNING,Internal,1,ADMINISTRATIVE STAFF ANALYST,"Engineering, Architecture, & Planning",F,Manager,115000,125000,Annual,"120 Broadway, New York, NY",5/5/2025
714943,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),72190,72190,Annual,42-09 28th Street,5/22/2025
631623,DEPARTMENT OF TRANSPORTATION,Internal,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,55 Water St Ny Ny,3/29/2024
631886,DEPARTMENT OF TRANSPORTATION,Internal,2,CITY PLANNER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71255,104894,Annual,55 Water St Ny Ny,4/3/2024
708931,DEPT OF ENVIRONMENT PROTECTION,External,1,IT SERVICE MANAGEMENT SPECIALI,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,96-05 Horace Harding Expway,3/28/2025
703879,BRONX DISTRICT ATTORNEY,External,10,ASSISTANT DISTRICT ATTORNEY (S,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),122000,178000,Annual,198 E161St Street Bronx N.Y.,2/24/2025
631008,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),101230,122295,Annual,59-17 Junction Blvd Corona Ny,4/29/2024
707835,DEPARTMENT OF CITY PLANNING,External,1,IT AUTOMATION AND MONITORING E,"Technology, Data & Innovation",F,Experienced (non-manager),115000,125000,Annual,"120 Broadway, New York, NY",3/21/2025
643109,DEPT OF DESIGN & CONSTRUCTION,External,2,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,30-30 Thomson Ave L I City Qns,7/29/2024
704477,DEPT OF DESIGN & CONSTRUCTION,External,2,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),101423,122619,Annual,30-30 Thomson Ave L I City Qns,2/27/2025
705711,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Health,P,Student,17,17,Hourly,42-09 28th Street,3/11/2025
636641,DEPARTMENT OF CORRECTION,External,1,DEPUTY COMMISSIONER (DOC),"Public Safety, Inspections, & Enforcement",F,Executive,200000,225000,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",5/20/2024
714859,DEPARTMENT OF BUILDINGS,External,1,INVESTIGATOR (EMPLOYEE DISCIPL,"Administration & Human Resources Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),67791,102670,Annual,"11 Park Place, New York, Ny",5/15/2025
709014,HRA/DEPT OF SOCIAL SERVICES,External,2,CLERICAL ASSOCIATE,Social Services,F,Entry-Level,40957,47100,Annual,240-250-252 Livingston Street,3/26/2025
712666,ADMIN TRIALS AND HEARINGS,External,1,COMMUNITY COORDINATOR,Administration & Human Resources,P,Experienced (non-manager),33.3273,51.73,Hourly,"100 Church St., N.Y.",4/25/2025
705513,DEPARTMENT FOR THE AGING,Internal,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs Social Services,F,Manager,100000,120000,Annual,"2 Lafayette St., N.Y.",4/24/2025
689184,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,167413,Annual,55 Water St Ny Ny,11/21/2024
712618,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,Legal Affairs,F,Entry-Level,50619,50619,Annual,"40 Worth St., N.Y.",4/29/2025
683473,DEPT OF ENVIRONMENT PROTECTION,External,4,ASSISTANT ENVIRONMENTAL ENGINE,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,11/17/2024
628934,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PROJECT MANAGER,"Green Jobs Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,81571,119554,Annual,59-17 Junction Blvd Corona Ny,3/18/2024
710698,DISTRICT ATTORNEY-MANHATTAN,External,2,COMMUNITY ASSISTANT,Administration & Human Resources,F,Entry-Level,40000,43037,Annual,"1 Hogan Pl./100 Centre St., N.",4/10/2025
570413,DEPT OF ENVIRONMENT PROTECTION,External,1,COMMUNITY ASSOCIATE,"Constituent Services & Community Programs Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,38333,60000,Annual,59-17 Junction Blvd Corona Ny,2/2/2023
